Time	CALL	SET	Ta_Sense	Ta_Comp	HUM	HELD	T	POT	WEB	SCH	OAT	Ta_Obs
18:47	0	68	67.69	68.234	33	0	4	68	62	68	40	68.383
18:47	0	68	67.69	68.234	33	0	4	68	62	68	40	68.403
18:48	0	68	67.708	68.253	33	0	4	68	62	68	40	68.423
18:48	0	68	67.69	68.235	33	0	4	68	62	68	40	68.444
18:49	0	68	67.69	68.235	33	0	4	68	62	68	40	68.464
18:49	0	68	67.69	68.236	33	0	4	68	62	68	40	68.485
18:50	0	68	67.69	68.236	33	0	4	68	62	68	40	68.505
18:50	0	68	67.69	68.236	33	0	4	68	62	68	40	68.526
18:51	0	68	67.672	68.218	33	0	4	68	62	68	40	68.546
18:51	0	68	67.69	68.236	33	0	4	68	62	68	40	68.567
18:52	0	68	67.672	68.218	33	0	4	68	62	68	40	68.587
18:52	0	68	67.636	68.182	33	0	4	68	62	68	40	68.608
18:53	0	68	67.672	68.218	33	0	4	68	62	68	40	68.628
18:53	0	68	67.636	68.182	33	0	4	68	62	68	40	68.649
18:54	0	68	67.636	68.182	33	0	4	68	62	68	40	68.669
18:54	0	68	67.636	68.182	33	0	4	68	62	68	40	68.69
18:55	0	68	67.636	68.181	33	0	4	68	62	68	40	68.71
18:55	0	68	67.617	68.163	33	0	4	68	62	68	40	68.73
18:56	0	68	67.617	68.163	33	0	4	68	62	68	40	68.751
18:56	0	68	67.636	68.181	33	0	4	68	62	68	40	68.771
18:57	0	68	67.636	68.181	33	0	4	68	62	68	40	68.792
18:57	0	68	67.636	68.181	33	0	4	68	62	68	40	68.812
18:58	0	68	67.636	68.18	34	0	4	68	62	68	40	68.833
19:00	0	68	67.636	67.796	34	0	4	68	62	68	40	67.647
19:00	0	68	67.636	67.833	34	0	4	68	62	68	40	67.654
19:01	0	68	67.636	67.866	34	0	4	68	62	68	40	67.662
19:01	0	68	67.617	67.878	34	0	4	68	62	68	40	67.671
19:02	0	68	67.617	67.906	34	0	4	68	62	68	40	67.682
19:02	0	68	67.617	67.931	34	0	4	68	62	68	40	67.693
19:03	0	68	67.636	67.972	34	0	4	68	62	68	40	67.705
19:03	0	68	67.672	68.028	34	0	4	68	62	68	40	67.719
19:04	0	68	67.636	68.011	34	0	4	68	62	68	40	67.732
19:04	0	68	67.617	68.01	34	0	4	68	62	68	40	67.747
19:05	0	68	67.617	68.025	34	0	4	68	62	68	40	67.762
19:05	0	68	67.636	68.057	34	0	4	68	62	68	40	67.777
19:06	0	68	67.617	68.051	34	0	4	68	62	68	40	67.793
19:06	0	68	67.617	68.063	34	0	4	68	62	68	40	67.81
19:07	0	68	67.617	68.073	34	0	4	68	62	68	40	67.827
19:07	0	68	67.581	68.046	34	0	4	68	62	68	40	67.844
19:08	0	68	67.581	68.055	34	0	4	68	62	68	40	67.862
19:08	0	68	67.617	68.099	34	0	4	68	62	68	40	67.88
19:09	0	68	67.581	68.069	34	0	4	68	62	68	40	67.898
19:09	0	68	67.581	68.075	34	0	4	68	62	68	40	67.916
19:10	0	68	67.581	68.081	34	0	4	68	62	68	40	67.935
19:10	0	68	67.581	68.086	34	0	4	68	62	68	40	67.954
19:11	0	68	67.617	68.127	34	0	4	68	62	68	40	67.973
19:11	0	68	67.617	68.131	34	0	4	68	62	68	40	67.992
19:12	0	68	67.636	68.153	34	0	4	68	62	68	40	68.012
19:12	0	68	67.636	68.157	34	0	4	68	62	68	40	68.031
19:13	0	68	67.672	68.196	34	0	4	68	62	68	40	68.051
19:13	0	68	67.672	68.199	34	0	4	68	62	68	40	68.07
19:14	0	68	67.69	68.219	34	0	4	68	62	68	40	68.09
19:14	0	68	67.69	68.222	34	0	4	68	62	68	40	68.11
19:15	0	68	67.69	68.224	34	0	4	68	62	68	40	68.13
19:15	0	68	67.69	68.225	34	0	4	68	62	68	40	68.15
19:16	0	68	67.708	68.245	34	0	4	68	62	68	40	68.17
19:16	0	68	67.744	68.283	34	0	4	68	62	68	40	68.19
19:17	0	68	67.762	68.302	34	0	4	68	62	68	40	68.211
19:17	0	68	67.762	68.303	35	0	4	68	62	68	40	68.231
19:18	0	68	67.799	68.34	35	0	4	68	62	68	40	68.251
19:18	0	68	67.799	68.341	35	0	4	68	62	68	40	68.271
19:19	0	68	67.817	68.36	35	0	4	68	62	68	40	68.292
19:19	0	68	67.817	68.361	35	0	4	68	62	68	40	68.312
19:20	0	68	67.817	68.361	35	0	4	68	62	68	40	68.333
19:20	0	68	67.853	68.398	35	0	4	68	62	68	40	68.353
19:21	0	68	67.871	68.417	35	0	4	68	62	68	40	68.374
19:21	0	68	67.871	68.417	35	0	4	68	62	68	40	68.394
19:22	0	68	67.889	68.436	35	0	4	68	62	68	40	68.414
19:22	0	68	67.926	68.472	35	0	4	68	62	68	40	68.435
19:23	0	68	67.944	68.49	35	0	4	68	62	68	40	68.455
19:23	0	68	67.944	68.491	35	0	4	68	62	68	40	68.476
19:24	0	68	67.98	68.527	35	0	4	68	62	68	40	68.496
19:24	0	68	67.98	68.527	36	0	4	68	62	68	40	68.517
19:25	0	68	67.998	68.545	36	0	4	68	62	68	40	68.537
19:25	0	68	68.034	68.581	36	0	4	68	62	68	40	68.558
19:26	0	68	68.034	68.581	36	0	4	68	62	68	40	68.578
19:26	0	68	68.053	68.599	36	0	4	68	62	68	40	68.599
19:27	0	68	68.071	68.618	36	0	4	68	62	68	40	68.619
19:27	0	68	68.071	68.617	37	0	4	68	62	68	40	68.64
19:28	0	68	68.107	68.654	37	0	4	68	62	68	40	68.661
19:28	0	68	68.107	68.653	37	0	4	68	62	68	40	68.681
19:29	0	68	68.125	68.671	37	0	4	68	62	68	40	68.701
19:29	0	68	68.125	68.671	37	0	4	68	62	68	40	68.722
19:30	0	68	68.125	68.671	37	0	4	68	62	68	40	68.742
19:30	0	68	68.161	68.707	37	0	4	68	62	68	40	68.763
19:31	0	68	68.161	68.707	37	0	4	68	62	68	40	68.783
19:31	0	68	68.179	68.725	39	0	4	68	62	68	40	68.804
19:32	0	68	68.198	68.743	38	0	4	68	62	68	40	68.824
19:32	0	68	68.198	68.743	38	0	4	68	62	68	40	68.845
19:33	0	68	68.198	68.742	38	0	4	68	62	68	40	68.865
19:33	0	68	68.179	68.724	38	0	4	68	62	68	40	68.886
19:34	0	68	68.198	68.742	40	0	4	68	62	68	40	68.906
19:34	0	68	68.198	68.742	39	0	4	68	62	68	40	68.926
19:35	0	68	68.198	68.741	39	0	4	68	62	68	40	68.947
19:35	0	68	68.198	68.741	39	0	4	68	62	68	40	68.967
19:36	0	68	68.234	68.777	38	0	4	68	62	68	40	68.988
19:36	0	68	68.198	68.74	38	0	4	68	62	68	40	69.008
19:37	0	68	68.234	68.776	38	0	4	68	62	68	40	69.028
19:37	0	68	68.198	68.74	38	0	4	68	62	68	40	69.049
19:38	0	68	68.198	68.74	38	0	4	68	62	68	40	69.069
19:38	0	68	68.234	68.776	38	0	4	68	62	68	40	69.089
19:39	0	68	68.252	68.793	38	0	4	68	62	68	40	69.11
19:39	0	68	68.234	68.775	38	0	4	68	62	68	40	69.13
19:40	0	68	68.234	68.775	38	0	4	68	62	68	40	69.15
19:40	0	68	68.252	68.793	38	0	4	68	62	68	40	69.17
19:41	0	68	68.288	68.829	38	0	4	68	62	68	40	69.191
19:41	0	68	68.252	68.792	38	0	4	68	62	68	40	69.211
19:42	0	68	68.288	68.828	38	0	4	68	62	68	40	69.231
19:42	0	68	68.288	68.828	38	0	4	68	62	68	40	69.251
19:43	0	68	68.288	68.827	38	0	4	68	62	68	40	69.272
19:43	0	68	68.306	68.845	38	0	4	68	62	68	40	69.292
19:44	0	68	68.343	68.881	39	0	4	68	62	68	40	69.312
19:44	0	68	68.306	68.845	39	0	4	68	62	68	40	69.332
19:45	0	68	68.343	68.88	39	0	4	68	62	68	40	69.352
19:45	0	68	68.343	68.88	39	0	4	68	62	68	40	69.373
19:46	0	68	68.361	68.898	39	0	4	68	62	68	40	69.393
19:46	0	68	68.361	68.898	39	0	4	68	62	68	40	69.413
19:47	0	68	68.379	68.916	39	0	4	68	62	68	40	69.433
19:47	0	68	68.379	68.915	39	0	4	68	62	68	40	69.453
19:48	0	68	68.379	68.915	39	0	4	68	62	68	40	69.473
19:48	0	68	68.415	68.951	39	0	4	68	62	68	40	69.493
19:49	0	68	68.415	68.951	39	0	4	68	62	68	40	69.513
19:49	0	68	68.415	68.95	39	0	4	68	62	68	40	69.533
19:50	0	68	68.415	68.95	39	0	4	68	62	68	40	69.554
19:50	0	68	68.433	68.968	39	0	4	68	62	68	40	69.574
19:51	0	68	68.433	68.967	39	0	4	68	62	68	40	69.594
19:51	0	68	68.47	69.003	39	0	4	68	62	68	40	69.614
19:52	0	68	68.47	69.003	39	0	4	68	62	68	40	69.634
19:52	0	68	68.488	69.021	39	0	4	68	62	68	40	69.654
19:53	0	68	68.488	69.021	39	0	4	68	62	68	40	69.674
19:53	0	68	68.524	69.057	39	0	4	68	62	68	40	69.694
19:54	0	68	68.488	69.02	39	0	4	68	62	68	40	69.714
19:54	0	68	68.488	69.02	39	0	4	68	62	68	40	69.734
19:55	0	68	68.524	69.056	39	0	4	68	62	68	40	69.753
19:55	0	68	68.56	69.092	39	0	4	68	62	68	40	69.773
19:56	0	68	68.56	69.091	39	0	4	68	62	68	40	69.793
19:56	0	68	68.56	69.091	39	0	4	68	62	68	40	69.813
19:57	0	68	68.596	69.127	39	0	4	68	62	68	40	69.833
19:57	0	68	68.56	69.09	39	0	4	68	62	68	40	69.853
19:58	0	68	68.596	69.126	39	0	4	68	62	68	40	69.873
19:58	0	68	68.615	69.144	39	0	4	68	62	68	40	69.893
19:59	0	68	68.615	69.144	39	0	4	68	62	68	40	69.913
19:59	0	68	68.651	69.18	39	0	4	68	62	68	40	69.932
20:00	0	68	68.669	69.197	39	0	4	68	62	68	37	69.952
20:00	0	68	68.669	69.196	39	0	4	68	62	68	37	69.972
20:01	0	68	68.687	69.212	39	0	4	68	62	68	37	69.992
20:01	0	68	68.687	69.211	39	0	4	68	62	68	37	70.011
20:02	0	68	68.723	69.247	39	0	4	68	62	68	37	70.031
20:02	0	68	68.741	69.265	39	0	4	68	62	68	37	70.051
20:03	0	68	68.741	69.264	39	0	4	68	62	68	37	70.07
20:03	0	68	68.741	69.264	39	0	4	68	62	68	37	70.09
20:04	0	68	68.741	69.264	39	0	4	68	62	68	37	70.11
20:04	0	68	68.796	69.318	39	0	4	68	62	68	37	70.129
20:05	0	68	68.796	69.318	39	0	4	68	62	68	37	70.149
20:05	0	68	68.832	69.355	39	0	4	68	62	68	37	70.168
20:06	0	68	68.832	69.355	39	0	4	68	62	68	37	70.188
20:06	0	68	68.85	69.373	39	0	4	68	62	68	37	70.208
20:07	0	68	68.85	69.374	39	0	4	68	62	68	37	70.227
20:07	0	68	68.868	69.392	39	0	4	68	62	68	37	70.247
20:08	0	68	68.905	69.428	39	0	4	68	62	68	37	70.266
20:08	0	68	68.905	69.429	39	0	4	68	62	68	37	70.286
20:09	0	68	68.905	69.429	39	0	4	68	62	68	37	70.306
20:09	0	68	68.959	69.484	39	0	4	68	62	68	37	70.325
20:10	0	68	68.959	69.484	39	0	4	68	62	68	37	70.345
20:10	0	68	68.959	69.484	39	0	4	68	62	68	37	70.365
20:11	0	68	68.977	69.503	39	0	4	68	62	68	37	70.385
20:11	0	68	68.959	69.485	39	0	4	68	62	68	37	70.404
20:12	0	68	68.959	69.485	39	0	4	68	62	68	37	70.424
20:12	0	68	68.977	69.503	39	0	4	68	62	68	37	70.444
20:13	0	68	69.013	69.54	39	0	4	68	62	68	37	70.463
20:13	0	68	69.031	69.558	39	0	4	68	62	68	37	70.483
20:14	0	68	69.031	69.558	39	0	4	68	62	68	37	70.503
20:14	0	68	69.05	69.576	39	0	4	68	62	68	37	70.523
20:15	0	68	69.031	69.558	39	0	4	68	62	68	37	70.542
20:15	0	68	69.05	69.576	39	0	4	68	62	68	37	70.562
20:16	0	68	69.086	69.613	39	0	4	68	62	68	37	70.582
20:16	0	68	69.086	69.613	39	0	4	68	62	68	37	70.602
20:17	0	68	69.104	69.631	39	0	4	68	62	68	37	70.621
20:17	0	68	69.14	69.667	39	0	4	68	62	68	37	70.641
20:18	0	68	69.14	69.667	39	0	4	68	62	68	37	70.661
20:18	0	68	69.158	69.685	39	0	4	68	62	68	37	70.681
20:19	0	68	69.158	69.685	39	0	4	68	62	68	37	70.7
20:19	0	68	69.158	69.685	39	0	4	68	62	68	37	70.72
20:20	0	68	69.177	69.703	39	0	4	68	62	68	37	70.74
20:20	0	68	69.177	69.703	39	0	4	68	62	68	37	70.76
20:21	0	68	69.213	69.739	38	0	4	68	62	68	37	70.779
20:21	0	68	69.177	69.703	38	0	4	68	62	68	37	70.799
20:22	0	68	69.231	69.757	38	0	4	68	62	68	37	70.819
20:22	0	68	69.213	69.739	38	0	4	68	62	68	37	70.839
20:23	0	68	69.231	69.757	38	0	4	68	62	68	37	70.858
20:23	0	68	69.231	69.757	38	0	4	68	62	68	37	70.878
20:24	0	68	69.267	69.793	39	0	4	68	62	68	37	70.898
20:24	0	68	69.267	69.793	39	0	4	68	62	68	37	70.918
20:25	0	68	69.267	69.793	39	0	4	68	62	68	37	70.937
20:25	0	68	69.285	69.811	39	0	4	68	62	68	37	70.957
20:26	0	68	69.285	69.81	39	0	4	68	62	68	37	70.977
20:26	0	68	69.285	69.81	39	0	4	68	62	68	37	70.996
20:27	0	68	69.322	69.846	39	0	4	68	62	68	37	71.016
20:27	0	68	69.322	69.846	39	0	4	68	62	68	37	71.036
20:28	0	68	69.322	69.846	39	0	4	68	62	68	37	71.055
20:28	0	68	69.322	69.846	39	0	4	68	62	68	37	71.075
20:29	0	68	69.322	69.845	39	0	4	68	62	68	37	71.095
20:29	0	68	69.34	69.863	39	0	4	68	62	68	37	71.114
20:30	0	68	69.34	69.863	39	0	4	68	62	68	37	71.134
20:30	0	68	69.322	69.845	38	0	4	68	62	68	37	71.154
20:31	0	68	69.322	69.844	38	0	4	68	62	68	37	71.173
20:31	0	68	69.322	69.844	38	0	4	68	62	68	37	71.193
20:32	0	68	69.34	69.862	38	0	4	68	62	68	37	71.212
20:32	0	68	69.358	69.88	38	0	4	68	62	68	37	71.232
20:33	0	68	69.34	69.861	38	0	4	68	62	68	37	71.251
20:33	0	68	69.34	69.861	38	0	4	68	62	68	37	71.271
20:34	0	68	69.394	69.915	38	0	4	68	62	68	37	71.291
20:34	0	68	69.394	69.915	38	0	4	68	62	68	37	71.31
20:35	0	68	69.358	69.878	38	0	4	68	62	68	37	71.33
20:35	0	68	69.394	69.914	38	0	4	68	62	68	37	71.349
20:36	0	68	69.394	69.914	38	0	4	68	62	68	37	71.369
20:36	0	68	69.394	69.914	38	0	4	68	62	68	37	71.388
20:37	0	68	69.394	69.914	38	0	4	68	62	68	37	71.408
20:37	0	68	69.412	69.931	38	0	4	68	62	68	37	71.427
20:38	0	68	69.412	69.931	39	0	4	68	62	68	37	71.447
20:38	0	68	69.412	69.931	39	0	4	68	62	68	37	71.466
20:39	0	68	69.448	69.967	39	0	4	68	62	68	37	71.486
20:39	0	68	69.448	69.967	39	0	4	68	62	68	37	71.505
20:40	0	68	69.448	69.966	39	0	4	68	62	68	37	71.524
20:40	0	68	69.448	69.966	39	0	4	68	62	68	37	71.544
20:41	0	68	69.448	69.966	38	0	4	68	62	68	37	71.563
20:41	0	68	69.467	69.984	38	0	4	68	62	68	37	71.583
20:42	0	68	69.448	69.965	38	0	4	68	62	68	37	71.602
20:42	0	68	69.467	69.983	38	0	4	68	62	68	37	71.621
20:43	0	68	69.467	69.983	38	0	4	68	62	68	37	71.641
20:43	0	68	69.503	70.019	38	0	4	68	62	68	37	71.66
20:44	0	68	69.467	69.982	38	0	4	68	62	68	37	71.679
20:44	0	68	69.503	70.018	38	0	4	68	62	68	37	71.699
20:45	0	68	69.503	70.018	38	0	4	68	62	68	37	71.718
20:45	0	68	69.503	70.018	39	0	4	68	62	68	37	71.737
20:46	0	68	69.503	70.017	39	0	4	68	62	68	37	71.757
20:46	0	68	69.521	70.035	39	0	4	68	62	68	37	71.776
20:47	0	68	69.503	70.017	38	0	4	68	62	68	37	71.795
20:47	0	68	69.503	70.016	38	0	4	68	62	68	37	71.814
20:48	0	68	69.521	70.034	38	0	4	68	62	68	37	71.834
20:48	0	68	69.521	70.034	38	0	4	68	62	68	37	71.853
20:49	0	68	69.521	70.034	38	0	4	68	62	68	37	71.872
20:49	0	68	69.521	70.033	38	0	4	68	62	68	37	71.891
20:50	0	68	69.521	70.033	38	0	4	68	62	68	37	71.911
20:50	0	68	69.539	70.051	38	0	4	68	62	68	37	71.93
20:51	0	68	69.539	70.051	38	0	4	68	62	68	37	71.949
20:51	0	68	69.539	70.05	38	0	4	68	62	68	37	71.968
20:52	0	68	69.539	70.05	38	0	4	68	62	68	37	71.987
20:52	0	68	69.539	70.05	38	0	4	68	62	68	37	72.006
20:53	0	68	69.575	70.086	38	0	4	68	62	68	37	72.026
20:53	0	68	69.575	70.085	38	0	4	68	62	68	37	72.045
20:54	0	68	69.539	70.049	38	0	4	68	62	68	37	72.064
20:54	0	68	69.539	70.048	38	0	4	68	62	68	37	72.083
20:55	0	68	69.575	70.084	38	0	4	68	62	68	37	72.102
20:55	0	68	69.575	70.084	38	0	4	68	62	68	37	72.121
20:56	0	68	69.575	70.084	38	0	4	68	62	68	37	72.14
20:56	0	68	69.575	70.084	38	0	4	68	62	68	37	72.159
20:57	0	68	69.575	70.083	38	0	4	68	62	68	37	72.178
20:57	0	68	69.575	70.083	38	0	4	68	62	68	37	72.197
20:58	0	68	69.575	70.083	38	0	4	68	62	68	37	72.216
20:58	0	68	69.575	70.082	38	0	4	68	62	68	37	72.235
20:59	0	68	69.575	70.082	38	0	4	68	62	68	37	72.254
20:59	0	68	69.575	70.082	38	0	4	68	62	68	37	72.273
21:00	0	68	69.575	70.081	38	0	4	68	62	68	36	72.292
21:00	0	68	69.575	70.08	38	0	4	68	62	68	36	72.311
21:01	0	68	69.575	70.08	38	0	4	68	62	68	36	72.33
21:01	0	68	69.593	70.098	38	0	4	68	62	68	36	72.349
21:02	0	68	69.593	70.097	38	0	4	68	62	68	36	72.368
21:02	0	68	69.575	70.079	38	0	4	68	62	68	36	72.387
21:03	0	68	69.575	70.078	38	0	4	68	62	68	36	72.406
21:03	0	68	69.593	70.096	38	0	4	68	62	68	36	72.425
21:04	0	68	69.593	70.096	38	0	4	68	62	68	36	72.444
21:04	0	68	69.593	70.096	38	0	4	68	62	68	36	72.462
21:05	0	68	69.593	70.096	38	0	4	68	62	68	36	72.481
21:05	0	68	69.593	70.096	38	0	4	68	62	68	36	72.5
21:06	0	68	69.593	70.095	38	0	4	68	62	68	36	72.519
21:06	0	68	69.593	70.095	38	0	4	68	62	68	36	72.538
21:07	0	68	69.575	70.077	38	0	4	68	62	68	36	72.557
21:07	0	68	69.575	70.077	38	0	4	68	62	68	36	72.575
21:08	0	68	69.593	70.095	38	0	4	68	62	68	36	72.594
21:08	0	68	69.593	70.095	38	0	4	68	62	68	36	72.613
21:09	0	68	69.575	70.077	38	0	4	68	62	68	36	72.632
21:09	0	68	69.575	70.077	38	0	4	68	62	68	36	72.651
21:10	0	68	69.539	70.04	38	0	4	68	62	68	36	72.669
21:10	0	68	69.575	70.076	38	0	4	68	62	68	36	72.688
21:11	0	68	69.539	70.04	38	0	4	68	62	68	36	72.707
21:11	0	68	69.539	70.04	38	0	4	68	62	68	36	72.726
21:12	0	68	69.539	70.04	38	0	4	68	62	68	36	72.744
21:12	0	68	69.539	70.04	38	0	4	68	62	68	36	72.763
21:13	0	68	69.539	70.04	38	0	4	68	62	68	36	72.782
21:13	0	68	69.521	70.021	38	0	4	68	62	68	36	72.801
21:14	0	68	69.521	70.021	38	0	4	68	62	68	36	72.82
21:14	0	68	69.521	70.021	38	0	4	68	62	68	36	72.838
21:15	0	68	69.521	70.021	38	0	4	68	62	68	36	72.857
21:15	0	68	69.503	70.003	38	0	4	68	62	68	36	72.876
21:16	0	68	69.503	70.002	38	0	4	68	62	68	36	72.895
21:16	0	68	69.503	70.002	38	0	4	68	62	68	36	72.913
21:17	0	68	69.503	70.002	38	0	4	68	62	68	36	72.932
21:18	0	68	69.503	70.002	38	0	4	68	62	68	36	72.951
21:18	0	68	69.521	70.02	38	0	4	68	62	68	36	72.969
21:19	0	68	69.503	70.001	38	0	4	68	62	68	36	72.988
21:19	0	68	69.521	70.019	38	0	4	68	62	68	36	73.007
21:20	0	68	69.521	70.019	38	0	4	68	62	68	36	73.025
21:20	0	68	69.539	70.037	38	0	4	68	62	68	36	73.044
21:21	0	68	69.521	70.019	38	0	4	68	62	68	36	73.063
21:21	0	68	69.521	70.018	38	0	4	68	62	68	36	73.081
21:22	0	68	69.521	70.018	38	0	4	68	62	68	36	73.1
21:22	0	68	69.539	70.036	38	0	4	68	62	68	36	73.119
21:23	0	68	69.539	70.036	38	0	4	68	62	68	36	73.137
21:23	0	68	69.521	70.018	38	0	4	68	62	68	36	73.156
21:24	0	68	69.539	70.035	38	0	4	68	62	68	36	73.175
21:24	0	68	69.521	70.017	37	0	4	68	62	68	36	73.193
21:25	0	68	69.521	70.017	37	0	4	68	62	68	36	73.212
21:25	0	68	69.521	70.017	37	0	4	68	62	68	36	73.23
21:26	0	68	69.521	70.016	38	0	4	68	62	68	36	73.249
21:26	0	68	69.521	70.016	37	0	4	68	62	68	36	73.268
21:27	0	68	69.539	70.034	37	0	4	68	62	68	36	73.286
21:27	0	68	69.539	70.034	37	0	4	68	62	68	36	73.305
21:28	0	68	69.521	70.015	37	0	4	68	62	68	36	73.323
21:28	0	68	69.521	70.015	37	0	4	68	62	68	36	73.342
21:29	0	68	69.521	70.015	37	0	4	68	62	68	36	73.36
21:29	0	68	69.521	70.015	37	0	4	68	62	68	36	73.379
21:30	0	68	69.503	69.996	37	0	4	68	62	68	36	73.397
21:30	0	68	69.521	70.014	37	0	4	68	62	68	36	73.416
21:31	0	68	69.521	70.014	37	0	4	68	62	68	36	73.434
21:31	0	68	69.467	69.959	37	0	4	68	62	68	36	73.453
21:32	0	68	69.503	69.995	37	0	4	68	62	68	36	73.471
21:32	0	68	69.503	69.995	37	0	4	68	62	68	36	73.49
21:33	0	68	69.503	69.995	37	0	4	68	62	68	36	73.508
21:33	0	68	69.503	69.994	37	0	4	68	62	68	36	73.527
21:34	0	68	69.503	69.994	37	0	4	68	62	68	36	73.545
21:34	0	68	69.503	69.994	37	0	4	68	62	68	36	73.563
21:35	0	68	69.467	69.957	37	0	4	68	62	68	36	73.582
21:35	0	68	69.503	69.993	37	0	4	68	62	68	36	73.6
21:36	0	68	69.503	69.993	37	0	4	68	62	68	36	73.619
21:36	0	68	69.503	69.993	37	0	4	68	62	68	36	73.637
21:37	0	68	69.467	69.956	37	0	4	68	62	68	36	73.655
21:37	0	68	69.467	69.956	37	0	4	68	62	68	36	73.674
21:38	0	68	69.503	69.992	37	0	4	68	62	68	36	73.692
21:38	0	68	69.503	69.991	37	0	4	68	62	68	36	73.71
21:39	0	68	69.467	69.955	37	0	4	68	62	68	36	73.729
21:39	0	68	69.467	69.955	37	0	4	68	62	68	36	73.747
21:40	0	68	69.448	69.936	37	0	4	68	62	68	36	73.765
21:40	0	68	69.448	69.936	37	0	4	68	62	68	36	73.784
21:41	0	68	69.448	69.936	37	0	4	68	62	68	36	73.802
21:41	0	68	69.412	69.899	37	0	4	68	62	68	36	73.82
21:42	0	68	69.412	69.899	37	0	4	68	62	68	36	73.838
21:42	0	68	69.448	69.935	37	0	4	68	62	68	36	73.857
21:43	0	68	69.412	69.898	37	0	4	68	62	68	36	73.875
21:43	0	68	69.412	69.898	37	0	4	68	62	68	36	73.893
21:44	0	68	69.412	69.898	37	0	4	68	62	68	36	73.911
21:44	0	68	69.412	69.898	37	0	4	68	62	68	36	73.929
21:45	0	68	69.412	69.897	37	0	4	68	62	68	36	73.948
21:45	0	68	69.412	69.897	37	0	4	68	62	68	36	73.966
21:46	0	68	69.412	69.897	37	0	4	68	62	68	36	73.984
21:46	0	68	69.394	69.878	37	0	4	68	62	68	36	74.002
21:47	0	68	69.358	69.842	37	0	4	68	62	68	36	74.02
21:47	0	68	69.358	69.841	37	0	4	68	62	68	36	74.038
21:48	0	68	69.358	69.841	37	0	4	68	62	68	36	74.057
21:48	0	68	69.358	69.841	37	0	4	68	62	68	36	74.075
21:49	0	68	69.34	69.822	37	0	4	68	62	68	36	74.093
21:49	0	68	69.34	69.822	37	0	4	68	62	68	36	74.111
21:50	0	68	69.34	69.822	37	0	4	68	62	68	36	74.129
21:50	0	68	69.34	69.822	37	0	4	68	62	68	36	74.147
21:51	0	68	69.34	69.821	37	0	4	68	62	68	36	74.165
21:51	0	68	69.34	69.821	37	0	4	68	62	68	36	74.183
21:52	0	68	69.322	69.803	37	0	4	68	62	68	36	74.201
21:52	0	68	69.322	69.802	37	0	4	68	62	68	36	74.219
